accession_genbank	database	isol_env	host_species	oxygen_tolerance	dependent	oxygen_requirement	classification
GCA_018128965	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas_C;s__Roseomonas_C arctica
GCA_018861315	bacdive	Microbal mat	0	anaerobe		anaerobic	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD bowmanii
GCA_018861705	bacdive	Microbal mat	0	anaerobe		anaerobic	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD psychrophilum
GCA_018861735	bacdive	Microbal mat	0	anaerobe		anaerobic	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD lacusfryxellense
GCA_019038415	bacdive	Marine	Laminaria sp.	0			d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium;s__Cyanobium sp019038415
GCA_019278425	bacdive	Marine	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella undariae
GCA_019278445	bacdive	Marine	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum sp019278465
GCA_019278465	bacdive	Marine	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum sp019278465
GCA_019278505	bacdive	Marine	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp019278525
GCA_019973615	bacdive	Freshwater	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax;s__Rhodoferax sp019973615
GCA_019977655	bacdive	Soil	0	0			d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium gelidum
GCA_020443705	bacdive	Soil	Laminaria sp.	anaerobe		anaerobic	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD algoriphilum
GCA_020618775	bacdive	Marine	0	0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidisoma;s__Acidisoma silvae
GCA_020621385	bacdive	Marine	0	0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidisoma;s__Acidisoma cellulosilyticum
GCA_020905375	bacdive	Geologic	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Specibacter;s__Specibacter cryoconiti
GCA_021398215	bacdive	Soil	0	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Specibacter;s__Specibacter sp021398215
GCA_022267535	bacdive	Freshwater sediment	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas antarctica
GCA_023283985	bacdive	Marine sediment	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella electrodiphila
GCA_023284005	bacdive	Marine sediment	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella surugensis
GCA_023284025	bacdive	Marine sediment	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella abyssi
GCA_024347275	bacdive	Marine sediment	0	facultative anaerobe	facultative	anaerobic	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Amphritea;s__Amphritea japonica
GCA_025215075	bacdive	0	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__
GCA_025574485	bacdive	Marine	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Kordiimonadaceae;g__Kordiimonas;s__
GCA_025583945	bacdive	Soil	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__KS41;s__
GCA_025629245	bacdive	Hypersaline soda lake sediment	0	0			d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Saliphagus;s__
GCA_025685545	bacdive	Wetland	0	obligate aerobe	obligate	aerobe	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__JAJZFE01;s__
GCA_025685565	bacdive	Wetland	0	obligate aerobe	obligate	aerobe	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Granulicella_D;s__
GCA_025685605	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Granulicella_B;s__
GCA_900096565	bacdive	Anoxic lake	0	obligate anaerobe	obligate	anaerobic	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Williamwhitmaniaceae;g__Williamwhitmania;s__Williamwhitmania taraxaci
GCA_900099655	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__Planococcus glaciei
GCA_900099915	bacdive	Soil	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium omnivorum
GCA_900099995	bacdive	Marine	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella thalassocola
GCA_900100375	bacdive	Glacier Meltwater	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium noncentrifugens
GCA_900101105	mardb	Marine sediment		0			d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Maridesulfovibrio;s__Maridesulfovibrio ferrireducens
GCA_900101115	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium psychrotolerans
GCA_900101815	mardb	Marine sediment		0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pricia;s__Pricia antarctica
GCA_900101925	bacdive	0	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrophilum
GCA_900102005	marref			0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp900102005
GCA_900102055	bacdive	Marine	0	obligate aerobe	obligate	aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__Ulvibacter litoralis
GCA_900103185	bacdive	Marine	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter litoralis
GCA_900103935	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides szechwanensis
GCA_900105035	marref			0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella echinicola
GCA_900105135	marref			0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella sp900105135
GCA_900105965	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Specibacter;s__Specibacter alpinus
GCA_900106645	bacdive	Microbal mat	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium degerlachei
GCA_900107025	mardb	Marine sediment		0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseicitreum;s__Roseicitreum antarcticum
GCA_900107175	bacdive	Geologic	0	0			d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Geodermatophilaceae;g__Modestobacter;s__Modestobacter sp900107175
GCA_900107465	bacdive	Marine	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Rhodonellum;s__Rhodonellum psychrophilum
GCA_900107535	bacdive	Freshwater	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter hartonius
GCA_900107635	bacdive	Sea ice	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium gillisiae
GCA_900108015	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium urumqiense
GCA_900109585	bacdive	Microbal mat	0	facultative anaerobe	facultative	anaerobic	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A iners
GCA_900109795	mardb	Marine		0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia chukchiensis
GCA_900109855	bacdive	Freshwater	0	0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius tolerans
GCA_900110375	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sinopsychrotolerans
GCA_900111075	bacdive	Microbal mat	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium frigoris
GCA_900111965	bacdive	Freshwater	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium swingsii
GCA_900112265	bacdive	Marine	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas denitrificans
GCA_900112295	mardb	Marine		0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda taeanensis
GCA_900112755	bacdive	Freshwater	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter brevis
GCA_900112975	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xueshanense
GCA_900113335	mardb	Marine sediment		0			d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Desulfallaceae;g__Desulfallas;s__Desulfallas arcticus
GCA_900113685	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides psychrotolerans
GCA_900113805	bacdive	Sand	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Halpernia;s__Halpernia frigidisoli
GCA_900114265	mardb	Geologic		0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus;s__Flaviramulus basaltis
GCA_900114285	bacdive	Soil	0	0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella palsarum
GCA_900114625	bacdive	Wetland	0	obligate aerobe	obligate	aerobe	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Granulicella_C;s__Granulicella_C pectinivorans
GCA_900115015	bacdive	Sewage water	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Algoriella;s__Algoriella xinjiangensis
GCA_900115155	bacdive	Glacier Ice	0	aerobe		aerobe	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Mycetocola_A;s__Mycetocola_A miduiensis
GCA_900129575	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium segetis
GCA_900129585	bacdive	Microbal mat	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium micromati
GCA_900129825	bacdive	Freshwater	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Hydrocarboniphaga;s__Hydrocarboniphaga daqingensis
GCA_900130145	bacdive	0	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrophilum
GCA_900142395	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter psychrotolerans
GCA_900142695	bacdive	Soil	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xanthum
GCA_900142775	bacdive	Freshwater	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium flevense
GCA_900142885	bacdive	Soil	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xinjiangense
GCA_900143245	bacdive	Microbal mat	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium fryxellicola
GCA_900156245	mardb			0			d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis
GCA_900156275	mardb			0			d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis
GCA_900156375	bacdive	Soil	0	aerobe		aerobe	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus macquariensis
GCA_900156685	bacdive	0	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium piscicola
GCA_900166965	bacdive	Marine	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Photobacterium;s__Photobacterium piscicola
GCA_900172355	bacdive	Freshwater sediment	0	0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanicola;s__Oceanicola antarcticus_A
GCA_900176135	bacdive	Soil	0	0			d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter roseosalivarius
GCA_900176505	bacdive	Freshwater sediment	0	aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter nyackensis
GCA_900188085	bacdive	Wetland	0	obligate aerobe	obligate	aerobe	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Granulicella_C;s__Granulicella_C rosea
GCA_900188425	bacdive	Freshwater sediment	0	0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Antarctobacter;s__Antarctobacter heliothermus
GCA_900215355	mardb	Marine		0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola;s__Pseudooceanicola antarcticus
GCA_900233005	tempura						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;s__Vibrio tapetis
GCA_900476435	tempura	Marine sediment					d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella benthica_A
GCA_900489465	mardb	Marine sediment		aerobe		aerobe	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita sp900489465
GCA_900499075	bacdive	Freshwater	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter ekhonensis
GCA_900637895	tempura						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Kaistella antarctica
GCA_904846215	bacdive	Ice	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter glacincola_B
GCA_904846605	bacdive	Soil	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp904846605
GCA_904846695	bacdive	0	0	aerobe		aerobe	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter urativorans_C
GCA_923077115	bacdive	Marine	0	0			d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-100316;g__Sinobacterium;s__Sinobacterium norvegicum
GCA_943787605	bacdive	Marine	0	0			d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__GCA-2697345 sp002697345
GCF_001562115	bacdive	Marine	0	obligate aerobe	obligate	aerobe	#N/A
TARA_SAMEA2621044_METAG_HMLMMMLD	microbiomics						d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415
TARA_SAMEA2621487_METAG_GNAKFDDL	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA2638;s__UBA2638 sp002359735
TARA_SAMEA2621487_METAG_HHLJOOKI	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__UBA974 sp002339135
TARA_SAMEA2621487_METAG_HMPOEMOI	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__UBA6049;s__UBA6049 sp913045895
TARA_SAMEA2621487_METAG_JEJEPAEM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas sp002335925
TARA_SAMEA2621487_METAG_NGKNKFIP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48;s__TMED48 sp002339165
TARA_SAMEA2621502_METAG_JHBLMCLA	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp006064855
TARA_SAMEA2621502_METAG_NLHALEFI	microbiomics						d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JACDCH01;g__UBA9382;s__UBA9382 sp003476595
TARA_SAMEA2621528_METAG_EBFMECCI	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceibacter;s__Croceibacter atlanticus
TARA_SAMEA2621528_METAG_GNGMLFPE	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius nitratireducens
TARA_SAMEA2621528_METAG_HFEPAIBP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Idiomarina;s__Idiomarina loihiensis
TARA_SAMEA2621528_METAG_JOLHKIDP	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Loktanella;s__Loktanella salsilacus
TARA_SAMEA2621528_METAG_LBBCLIJH	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri_AB
TARA_SAMEA2621528_METAG_NJMNCDJF	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__Gillisia sp002364325
TARA_SAMEA2621528_METAG_PEEFNHOK	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marixanthomonas;s__Marixanthomonas sp002364245
TARA_SAMEA2621536_METAG_KLKANNOC	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__ASP10-05a;s__ASP10-05a sp000981645
TARA_SAMEA2621548_METAG_PKNPPHAL	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp001634775
TARA_SAMEA2621551_METAG_AFHKGLEB	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavicella;s__
TARA_SAMEA2621551_METAG_BCOOPLHK	microbiomics						d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA822;s__UBA822 sp002731735
TARA_SAMEA2621551_METAG_HJGDCJHC	microbiomics						d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__
TARA_SAMEA2621551_METAG_HNMBPJJF	microbiomics						d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__SAT2750;s__SAT2750 sp002708345
TARA_SAMEA2621551_METAG_JBGHNFAK	microbiomics						d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875
TARA_SAMEA2621551_METAG_MMPJBINL	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp913050305
TARA_SAMEA2621551_METAG_PECKMDBI	microbiomics						d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA11138;g__UBA1123;s__UBA1123 sp002313895
TARA_SAMEA2621564_METAG_ECEHCOPB	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax venustensis
TARA_SAMEA2621564_METAG_GKALJALI	microbiomics						d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__Parasphingorhabdus sp002354635
TARA_SAMEA2621564_METAG_NFAIGCLO	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002354655
TARA_SAMEA4396538_METAG_AEEOOKMC	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48;s__TMED48 sp905181995
TARA_SAMEA4396538_METAG_CDDAKNFK	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__UBA10364 sp002387615
TARA_SAMEA4396538_METAG_GJBDHKGG	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp905182855
TARA_SAMEA4396941_METAG_AKJIGFEK	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter salarius
TARA_SAMEA4396941_METAG_EJKIMIHL	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp000235725
TARA_SAMEA4396941_METAG_GBCKAMCN	microbiomics						d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureibaculum;s__
TARA_SAMEA4396941_METAG_HEODMAFM	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__
TARA_SAMEA4396941_METAG_IJEMMHFI	microbiomics						d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azoarcus_D;s__
TARA_SAMEA4396941_METAG_KAPCODLD	microbiomics						d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__JAGRPD01;s__
